"date","country","confirmed","death","recovered","population","active"
2020-03-16,"UK",1551,56,21,66488991,1474
2020-03-16,"Ukraine",7,1,0,44622516,6
2020-03-16,"United Arab Emirates",98,0,23,9630959,75
2020-03-16,"Uruguay",8,0,0,3449299,8
2020-03-16,"US",4632,85,17,327167434,4530
2020-03-16,"Uzbekistan",6,0,0,32955400,6
2020-03-16,"Vatican",1,0,0,-Inf,1
2020-03-16,"Venezuela",17,0,0,28870195,17
2020-03-16,"Vietnam",61,0,16,95540395,45
2020-03-17,"Afghanistan",22,0,1,37172386,21
2020-03-17,"Albania",55,1,0,2866376,54
2020-03-17,"Algeria",60,4,12,42228429,44
2020-03-17,"Andorra",39,0,1,77006,38
2020-03-17,"Antigua and Barbuda",1,0,0,96286,1
2020-03-17,"Argentina",68,2,3,44494502,63
2020-03-17,"Armenia",78,0,1,2951776,77
2020-03-17,"Aruba",3,0,0,105845,3
2020-03-17,"Australia",452,5,23,24992369,424
2020-03-17,"Austria",1332,3,1,8847037,1328
2020-03-17,"Azerbaijan",28,1,6,9942334,21
2020-03-17,"Bahamas",1,0,0,385640,1
2020-03-17,"Bahrain",228,1,81,1569439,146
2020-03-17,"Bangladesh",10,0,3,161356039,7
2020-03-17,"Barbados",2,0,0,286641,2
2020-03-17,"Belarus",36,0,3,9485386,33
2020-03-17,"Belgium",1243,10,1,11422068,1232
2020-03-17,"Benin",1,0,0,11485048,1
2020-03-17,"Bhutan",1,0,0,754394,1
2020-03-17,"Bolivia",11,0,0,11353142,11
2020-03-17,"Bosnia and Herzegovina",26,0,2,3323929,24
2020-03-17,"Brazil",321,1,2,209469333,318
2020-03-17,"Brunei",56,0,0,428962,56
2020-03-17,"Bulgaria",67,2,0,7024216,65
2020-03-17,"Burkina Faso",15,0,0,19751535,15
2020-03-17,"Cambodia",33,0,1,16249798,32
2020-03-17,"Cameroon",10,0,0,25216237,10
2020-03-17,"Canada",478,5,9,37058856,464
2020-03-17,"Central African Republic",1,0,0,4666377,1
2020-03-17,"Chile",201,0,0,18729160,201
2020-03-17,"China",81058,3230,68798,1392730000,9030
2020-03-17,"Colombia",65,0,1,49648685,64
2020-03-17,"Congo (Brazzaville)",1,0,0,5244363,1
2020-03-17,"Congo (Kinshasa)",3,0,0,84068091,3
2020-03-17,"Costa Rica",41,0,0,4999441,41
2020-03-17,"Croatia",65,0,4,4089400,61
2020-03-17,"Cuba",5,0,0,11338138,5
2020-03-17,"Cyprus",46,0,0,1189265,46
2020-03-17,"Czech Republic",396,0,3,10625695,393
2020-03-17,"Denmark",1024,4,1,5797446,1019
2020-03-17,"Dominican Republic",21,1,0,10627165,20
2020-03-17,"Ecuador",58,2,0,17084357,56
2020-03-17,"Egypt",196,4,32,98423595,160
2020-03-17,"Equatorial Guinea",1,0,0,1308974,1
2020-03-17,"Estonia",225,0,1,1320884,224
2020-03-17,"Eswatini",1,0,0,-Inf,1
2020-03-17,"Ethiopia",5,0,0,109224559,5
2020-03-17,"Finland",321,0,10,5518050,311
2020-03-17,"France",7683,148,12,66987244,7523
2020-03-17,"French Guiana",11,0,0,-Inf,11
2020-03-17,"Gabon",1,0,0,2119275,1
2020-03-17,"Gambia",1,0,0,2280102,1
2020-03-17,"Georgia",34,0,1,3731000,33
2020-03-17,"Germany",9257,24,67,82927922,9166
2020-03-17,"Ghana",7,0,0,29767108,7
2020-03-17,"Greece",387,5,8,10727668,374
2020-03-17,"Greenland",1,0,0,56025,1
2020-03-17,"Guadeloupe",18,0,0,-Inf,18
2020-03-17,"Guam",3,0,0,165768,3
2020-03-17,"Guatemala",6,1,0,17247807,5
2020-03-17,"Guernsey",0,0,0,-Inf,0
2020-03-17,"Guinea",1,0,0,12414318,1
2020-03-17,"Guyana",7,1,0,779004,6
2020-03-17,"Honduras",8,0,0,9587522,8
2020-03-17,"Hungary",50,1,2,9768785,47
2020-03-17,"Iceland",220,1,0,353574,219
2020-03-17,"India",142,3,14,1352617328,125
2020-03-17,"Indonesia",172,5,8,267663435,159
2020-03-17,"Iran",16169,988,5389,81800269,9792
2020-03-17,"Iraq",154,11,32,38433600,111
2020-03-17,"Ireland",223,2,5,4853506,216
2020-03-17,"Israel",337,0,11,8883800,326
2020-03-17,"Italy",31506,2503,2941,60483973,26062
2020-03-17,"Ivory Coast",5,0,1,25069229,4
2020-03-17,"Jamaica",12,0,2,2934855,10
2020-03-17,"Japan",878,29,144,126529100,705
2020-03-17,"Jersey",0,0,0,-Inf,0
2020-03-17,"Jordan",34,0,1,9956011,33
2020-03-17,"Kazakhstan",33,0,0,18276499,33
2020-03-17,"Kenya",3,0,0,51393010,3
2020-03-17,"Kuwait",130,0,9,4137309,121
2020-03-17,"Latvia",49,0,1,1926542,48
2020-03-17,"Lebanon",120,3,3,6848925,114
2020-03-17,"Liberia",1,0,0,4818977,1
2020-03-17,"Liechtenstein",7,0,0,37910,7
2020-03-17,"Lithuania",25,0,1,2789533,24
2020-03-17,"Luxembourg",140,1,0,607728,139
2020-03-17,"Malaysia",673,2,49,31528585,622
2020-03-17,"Maldives",13,0,0,515696,13
2020-03-17,"Malta",38,0,2,483530,36
2020-03-17,"Martinique",16,1,0,-Inf,15
2020-03-17,"Mauritania",1,0,0,4403319,1
2020-03-17,"Mayotte",1,0,0,-Inf,1
2020-03-17,"Mexico",82,0,4,126190788,78
2020-03-17,"Moldova",30,0,1,3545883,29
2020-03-17,"Monaco",7,0,0,38682,7
2020-03-17,"Mongolia",5,0,0,3170208,5
2020-03-17,"Montenegro",2,0,0,622345,2
2020-03-17,"Morocco",38,2,1,36029138,35
2020-03-17,"Namibia",2,0,0,2448255,2
2020-03-17,"Nepal",1,0,1,28087871,0
2020-03-17,"Netherlands",1708,43,2,17231017,1663
2020-03-17,"New Zealand",12,0,0,4885500,12
2020-03-17,"Nigeria",3,0,0,195874740,3
2020-03-17,"North Macedonia",26,0,1,2082958,25
2020-03-17,"Norway",1463,3,1,5314336,1459
2020-03-17,"Oman",24,0,9,4829483,15
2020-03-17,"Pakistan",236,0,2,212215030,234
2020-03-17,"Palestine",0,0,0,4569087,0
2020-03-17,"Panama",69,1,0,4176873,68
2020-03-17,"Paraguay",9,0,0,6956071,9
2020-03-17,"Peru",117,0,1,31989256,116
2020-03-17,"Philippines",187,12,5,106651922,170
2020-03-17,"Poland",238,5,13,37978548,220
2020-03-17,"Portugal",448,1,3,10281762,444
2020-03-17,"Puerto Rico",0,0,0,3195153,0
2020-03-17,"Qatar",439,0,4,2781677,435
2020-03-17,"Reunion",9,0,0,-Inf,9
2020-03-17,"Romania",184,0,16,19473936,168
2020-03-17,"Russia",114,0,8,144478050,106
2020-03-17,"Rwanda",7,0,0,12301939,7
2020-03-17,"Saint Lucia",2,0,0,181889,2
2020-03-17,"Saint Vincent and the Grenadines",1,0,0,110210,1
2020-03-17,"San Marino",109,7,4,33785,98
2020-03-17,"Saudi Arabia",171,0,6,33699947,165
2020-03-17,"Senegal",26,0,2,15854360,24
2020-03-17,"Serbia",67,0,1,6982084,66
2020-03-17,"Seychelles",4,0,0,96762,4
2020-03-17,"Singapore",266,0,114,5638676,152
2020-03-17,"Slovakia",72,0,0,5447011,72
2020-03-17,"Slovenia",275,1,0,2067372,274
2020-03-17,"Somalia",1,0,0,15008154,1
2020-03-17,"South Africa",62,0,0,57779622,62
2020-03-17,"South Korea",8320,81,1407,51635256,6832
2020-03-17,"Spain",11748,533,1028,46723749,10187
2020-03-17,"Sri Lanka",44,0,1,21670000,43
2020-03-17,"Sudan",1,1,0,41801533,0
2020-03-17,"Suriname",1,0,0,575991,1
2020-03-17,"Sweden",1190,7,1,10183175,1182
2020-03-17,"Switzerland",2700,27,4,8516543,2669
2020-03-17,"Taiwan",77,1,22,-Inf,54
2020-03-17,"Tanzania",1,0,0,56318348,1
2020-03-17,"Thailand",177,1,41,69428524,135
2020-03-17,"Togo",1,0,0,7889094,1
2020-03-17,"Trinidad and Tobago",5,0,0,1389858,5
2020-03-17,"Tunisia",24,0,0,11565204,24
2020-03-17,"Turkey",47,1,0,82319724,46
2020-03-17,"UK",1960,56,53,66488991,1851
2020-03-17,"Ukraine",14,2,0,44622516,12
2020-03-17,"United Arab Emirates",98,0,23,9630959,75
2020-03-17,"Uruguay",29,0,0,3449299,29
2020-03-17,"US",6421,108,17,327167434,6296
2020-03-17,"Uzbekistan",10,0,0,32955400,10
2020-03-17,"Vatican",1,0,0,-Inf,1
2020-03-17,"Venezuela",33,0,0,28870195,33
2020-03-17,"Vietnam",66,0,16,95540395,50
2020-03-18,"Afghanistan",22,0,1,37172386,21
2020-03-18,"Albania",59,2,0,2866376,57
2020-03-18,"Algeria",74,7,12,42228429,55
2020-03-18,"Andorra",39,0,1,77006,38
2020-03-18,"Antigua and Barbuda",1,0,0,96286,1
2020-03-18,"Argentina",79,2,3,44494502,74
2020-03-18,"Armenia",84,0,1,2951776,83
2020-03-18,"Aruba",4,0,0,105845,4
2020-03-18,"Australia",568,6,23,24992369,539
2020-03-18,"Austria",1646,4,9,8847037,1633
2020-03-18,"Azerbaijan",28,1,6,9942334,21
2020-03-18,"Bahamas",1,0,0,385640,1
2020-03-18,"Bahrain",256,1,88,1569439,167
2020-03-18,"Bangladesh",14,1,3,161356039,10
2020-03-18,"Barbados",2,0,0,286641,2
2020-03-18,"Belarus",51,0,5,9485386,46
2020-03-18,"Belgium",1486,14,31,11422068,1441
2020-03-18,"Benin",2,0,0,11485048,2
2020-03-18,"Bhutan",1,0,0,754394,1
2020-03-18,"Bolivia",12,0,0,11353142,12
2020-03-18,"Bosnia and Herzegovina",38,0,2,3323929,36
2020-03-18,"Brazil",372,3,2,209469333,367
2020-03-18,"Brunei",68,0,0,428962,68
2020-03-18,"Bulgaria",92,2,0,7024216,90
2020-03-18,"Burkina Faso",20,1,0,19751535,19
2020-03-18,"Cambodia",35,0,1,16249798,34
2020-03-18,"Cameroon",10,0,0,25216237,10
2020-03-18,"Canada",657,8,9,37058856,640
2020-03-18,"Central African Republic",1,0,0,4666377,1
2020-03-18,"Chile",238,0,0,18729160,238
2020-03-18,"China",81102,3241,69755,1392730000,8106
2020-03-18,"Colombia",93,0,1,49648685,92
2020-03-18,"Congo (Brazzaville)",1,0,0,5244363,1
2020-03-18,"Congo (Kinshasa)",4,0,0,84068091,4
2020-03-18,"Costa Rica",50,0,0,4999441,50
2020-03-18,"Croatia",81,0,4,4089400,77
2020-03-18,"Cuba",7,1,0,11338138,6
2020-03-18,"Cyprus",49,0,0,1189265,49
2020-03-18,"Czech Republic",464,0,3,10625695,461
2020-03-18,"Denmark",1115,4,1,5797446,1110
2020-03-18,"Djibouti",1,0,0,958920,1
2020-03-18,"Dominican Republic",21,1,0,10627165,20
2020-03-18,"Ecuador",111,2,0,17084357,109
2020-03-18,"Egypt",196,6,32,98423595,158
2020-03-18,"Equatorial Guinea",4,0,0,1308974,4
2020-03-18,"Estonia",258,0,1,1320884,257
2020-03-18,"Eswatini",1,0,0,-Inf,1
2020-03-18,"Ethiopia",6,0,0,109224559,6
2020-03-18,"Finland",336,0,10,5518050,326
2020-03-18,"France",9052,148,12,66987244,8892
2020-03-18,"French Guiana",11,0,0,-Inf,11
2020-03-18,"Gabon",1,0,0,2119275,1
2020-03-18,"Gambia",1,0,0,2280102,1
2020-03-18,"Georgia",38,0,1,3731000,37
2020-03-18,"Germany",12327,28,105,82927922,12194
2020-03-18,"Ghana",7,0,0,29767108,7
2020-03-18,"Greece",418,5,8,10727668,405
2020-03-18,"Greenland",1,0,0,56025,1
2020-03-18,"Guadeloupe",27,0,0,-Inf,27
2020-03-18,"Guam",0,0,0,165768,0
2020-03-18,"Guatemala",6,1,0,17247807,5
2020-03-18,"Guernsey",0,0,0,-Inf,0
2020-03-18,"Guinea",1,0,0,12414318,1
2020-03-18,"Guyana",7,1,0,779004,6
2020-03-18,"Honduras",9,0,0,9587522,9
2020-03-18,"Hungary",58,1,2,9768785,55
2020-03-18,"Iceland",250,1,5,353574,244
2020-03-18,"India",156,3,14,1352617328,139
2020-03-18,"Indonesia",227,19,11,267663435,197
2020-03-18,"Iran",17361,1135,5389,81800269,10837
2020-03-18,"Iraq",164,12,43,38433600,109
2020-03-18,"Ireland",292,2,5,4853506,285
2020-03-18,"Israel",433,0,11,8883800,422
2020-03-18,"Italy",35713,2978,4025,60483973,28710
2020-03-18,"Ivory Coast",6,0,1,25069229,5
2020-03-18,"Jamaica",13,0,2,2934855,11
2020-03-18,"Japan",889,29,144,126529100,716
2020-03-18,"Jersey",0,0,0,-Inf,0
2020-03-18,"Jordan",52,0,1,9956011,51
2020-03-18,"Kazakhstan",35,0,0,18276499,35
2020-03-18,"Kenya",3,0,0,51393010,3
2020-03-18,"Kuwait",142,0,15,4137309,127
2020-03-18,"Kyrgyzstan",3,0,0,6315800,3
2020-03-18,"Latvia",71,0,1,1926542,70
2020-03-18,"Lebanon",133,3,3,6848925,127
2020-03-18,"Liberia",2,0,0,4818977,2
2020-03-18,"Liechtenstein",28,0,0,37910,28
2020-03-18,"Lithuania",27,0,1,2789533,26
2020-03-18,"Luxembourg",203,2,0,607728,201
2020-03-18,"Malaysia",790,2,60,31528585,728
2020-03-18,"Maldives",13,0,0,515696,13
2020-03-18,"Malta",38,0,2,483530,36
2020-03-18,"Martinique",19,1,0,-Inf,18
2020-03-18,"Mauritania",1,0,0,4403319,1
2020-03-18,"Mauritius",3,0,0,1265303,3
2020-03-18,"Mayotte",3,0,0,-Inf,3
2020-03-18,"Mexico",93,0,4,126190788,89
2020-03-18,"Moldova",30,1,1,3545883,28
2020-03-18,"Monaco",7,0,0,38682,7
2020-03-18,"Mongolia",6,0,0,3170208,6
2020-03-18,"Montenegro",1,0,0,622345,1
2020-03-18,"Morocco",49,2,1,36029138,46
2020-03-18,"Namibia",2,0,0,2448255,2
2020-03-18,"Nepal",1,0,1,28087871,0
2020-03-18,"Netherlands",2056,58,2,17231017,1996
2020-03-18,"New Zealand",20,0,0,4885500,20
2020-03-18,"Nigeria",8,0,1,195874740,7
2020-03-18,"North Macedonia",35,0,1,2082958,34
2020-03-18,"Norway",1550,6,1,5314336,1543
2020-03-18,"Oman",39,0,12,4829483,27
2020-03-18,"Pakistan",299,0,2,212215030,297
2020-03-18,"Panama",86,1,0,4176873,85
2020-03-18,"Paraguay",11,0,0,6956071,11
2020-03-18,"Peru",145,0,1,31989256,144
2020-03-18,"Philippines",202,19,5,106651922,178
2020-03-18,"Poland",251,5,13,37978548,233
2020-03-18,"Portugal",448,2,3,10281762,443
2020-03-18,"Puerto Rico",0,0,0,3195153,0
2020-03-18,"Qatar",452,0,4,2781677,448
2020-03-18,"Reunion",12,0,0,-Inf,12
2020-03-18,"Romania",260,0,19,19473936,241
2020-03-18,"Russia",147,0,8,144478050,139
2020-03-18,"Rwanda",8,0,0,12301939,8
2020-03-18,"Saint Lucia",2,0,0,181889,2
2020-03-18,"Saint Vincent and the Grenadines",1,0,0,110210,1
2020-03-18,"San Marino",119,11,4,33785,104
2020-03-18,"Saudi Arabia",171,0,6,33699947,165
2020-03-18,"Senegal",31,0,2,15854360,29
2020-03-18,"Serbia",85,0,1,6982084,84
2020-03-18,"Seychelles",4,0,0,96762,4
2020-03-18,"Singapore",313,0,114,5638676,199
2020-03-18,"Slovakia",105,1,0,5447011,104
2020-03-18,"Slovenia",275,1,0,2067372,274
2020-03-18,"Somalia",1,0,0,15008154,1
2020-03-18,"South Africa",116,0,0,57779622,116
2020-03-18,"South Korea",8413,84,1540,51635256,6789
2020-03-18,"Spain",13910,623,1081,46723749,12206
2020-03-18,"Sri Lanka",51,0,1,21670000,50
2020-03-18,"Sudan",2,1,0,41801533,1
2020-03-18,"Suriname",1,0,0,575991,1
2020-03-18,"Sweden",1279,10,1,10183175,1268
2020-03-18,"Switzerland",3028,28,15,8516543,2985
2020-03-18,"Taiwan",100,1,22,-Inf,77
2020-03-18,"Tanzania",3,0,0,56318348,3
2020-03-18,"Thailand",212,1,42,69428524,169
2020-03-18,"Togo",1,0,0,7889094,1
2020-03-18,"Trinidad and Tobago",7,0,0,1389858,7
2020-03-18,"Tunisia",29,0,0,11565204,29
2020-03-18,"Turkey",98,1,0,82319724,97
2020-03-18,"UK",2642,72,67,66488991,2503
2020-03-18,"Ukraine",14,2,0,44622516,12
2020-03-18,"United Arab Emirates",113,0,26,9630959,87
2020-03-18,"Uruguay",50,0,0,3449299,50
2020-03-18,"US",7786,118,106,327167434,7562
2020-03-18,"Uzbekistan",15,0,0,32955400,15
2020-03-18,"Vatican",1,0,0,-Inf,1
2020-03-18,"Venezuela",36,0,0,28870195,36
2020-03-18,"Vietnam",75,0,16,95540395,59
2020-03-18,"Zambia",2,0,0,17351822,2
2020-03-19,"Afghanistan",22,0,1,37172386,21
2020-03-19,"Albania",64,2,0,2866376,62
2020-03-19,"Algeria",87,9,32,42228429,46
2020-03-19,"Andorra",53,0,1,77006,52
2020-03-19,"Antigua and Barbuda",1,0,0,96286,1
2020-03-19,"Argentina",97,3,3,44494502,91
2020-03-19,"Armenia",115,0,1,2951776,114
2020-03-19,"Aruba",4,0,0,105845,4
2020-03-19,"Australia",681,6,26,24992369,649
2020-03-19,"Austria",2013,6,9,8847037,1998
2020-03-19,"Azerbaijan",44,1,6,9942334,37
2020-03-19,"Bahamas",3,0,0,385640,3
2020-03-19,"Bahrain",278,1,100,1569439,177
2020-03-19,"Bangladesh",17,1,3,161356039,13
2020-03-19,"Barbados",5,0,0,286641,5
2020-03-19,"Belarus",51,0,5,9485386,46
2020-03-19,"Belgium",1795,21,31,11422068,1743
2020-03-19,"Benin",2,0,0,11485048,2
2020-03-19,"Bhutan",1,0,0,754394,1
2020-03-19,"Bolivia",12,0,0,11353142,12
2020-03-19,"Bosnia and Herzegovina",63,0,2,3323929,61
2020-03-19,"Brazil",621,6,2,209469333,613
2020-03-19,"Brunei",75,0,0,428962,75
2020-03-19,"Bulgaria",94,3,0,7024216,91
2020-03-19,"Burkina Faso",33,1,0,19751535,32
2020-03-19,"Cambodia",37,0,1,16249798,36
2020-03-19,"Cameroon",13,0,0,25216237,13
2020-03-19,"Canada",800,9,9,37058856,782
2020-03-19,"Central African Republic",1,0,0,4666377,1
2020-03-19,"Chad",1,0,0,15477751,1
2020-03-19,"Chile",238,0,0,18729160,238
2020-03-19,"China",81156,3249,70535,1392730000,7372
2020-03-19,"Colombia",102,0,1,49648685,101
2020-03-19,"Congo (Brazzaville)",3,0,0,5244363,3
2020-03-19,"Congo (Kinshasa)",14,0,0,84068091,14
2020-03-19,"Costa Rica",69,1,0,4999441,68
2020-03-19,"Croatia",105,1,5,4089400,99
2020-03-19,"Cuba",11,1,0,11338138,10
2020-03-19,"Cyprus",67,0,0,1189265,67
2020-03-19,"Czech Republic",694,0,3,10625695,691
2020-03-19,"Denmark",1225,6,1,5797446,1218
2020-03-19,"Djibouti",1,0,0,958920,1
2020-03-19,"Dominican Republic",34,2,0,10627165,32
2020-03-19,"Ecuador",199,3,0,17084357,196
2020-03-19,"Egypt",256,6,32,98423595,218
2020-03-19,"El Salvador",1,0,0,6420744,1
2020-03-19,"Equatorial Guinea",6,0,0,1308974,6
2020-03-19,"Estonia",267,0,1,1320884,266
2020-03-19,"Eswatini",1,0,0,-Inf,1
2020-03-19,"Ethiopia",6,0,0,109224559,6
2020-03-19,"Fiji",1,0,0,883483,1
2020-03-19,"Finland",400,0,10,5518050,390
2020-03-19,"France",10886,243,12,66987244,10631
2020-03-19,"French Guiana",11,0,0,-Inf,11
2020-03-19,"Gabon",1,0,0,2119275,1
2020-03-19,"Gambia",1,0,0,2280102,1
2020-03-19,"Georgia",40,0,1,3731000,39
2020-03-19,"Germany",15320,44,113,82927922,15163
2020-03-19,"Ghana",11,0,0,29767108,11
2020-03-19,"Greece",418,6,8,10727668,404
2020-03-19,"Greenland",0,0,0,56025,0
2020-03-19,"Guadeloupe",33,0,0,-Inf,33
2020-03-19,"Guam",0,0,0,165768,0
2020-03-19,"Guatemala",9,1,0,17247807,8
2020-03-19,"Guernsey",0,0,0,-Inf,0
2020-03-19,"Guinea",1,0,0,12414318,1
2020-03-19,"Guyana",7,1,0,779004,6
2020-03-19,"Honduras",12,0,0,9587522,12
2020-03-19,"Hungary",73,1,2,9768785,70
2020-03-19,"Iceland",330,1,5,353574,324
2020-03-19,"India",194,4,15,1352617328,175
2020-03-19,"Indonesia",311,25,11,267663435,275
2020-03-19,"Iran",18407,1284,5710,81800269,11413
2020-03-19,"Iraq",192,13,43,38433600,136
2020-03-19,"Ireland",557,3,5,4853506,549
2020-03-19,"Israel",677,0,11,8883800,666
2020-03-19,"Italy",41035,3405,4440,60483973,33190
2020-03-19,"Ivory Coast",9,0,1,25069229,8
2020-03-19,"Jamaica",15,1,2,2934855,12
2020-03-19,"Japan",924,29,150,126529100,745
2020-03-19,"Jersey",0,0,0,-Inf,0
2020-03-19,"Jordan",69,0,1,9956011,68
2020-03-19,"Kazakhstan",44,0,0,18276499,44
2020-03-19,"Kenya",7,0,0,51393010,7
2020-03-19,"Kuwait",148,0,18,4137309,130
2020-03-19,"Kyrgyzstan",3,0,0,6315800,3
2020-03-19,"Latvia",86,0,1,1926542,85
2020-03-19,"Lebanon",157,4,4,6848925,149
2020-03-19,"Liberia",2,0,0,4818977,2
2020-03-19,"Liechtenstein",28,0,0,37910,28
2020-03-19,"Lithuania",36,0,1,2789533,35
2020-03-19,"Luxembourg",335,4,0,607728,331
2020-03-19,"Malaysia",900,2,75,31528585,823
2020-03-19,"Maldives",13,0,0,515696,13
2020-03-19,"Malta",53,0,2,483530,51
2020-03-19,"Martinique",23,1,0,-Inf,22
2020-03-19,"Mauritania",2,0,0,4403319,2
2020-03-19,"Mauritius",3,0,0,1265303,3
2020-03-19,"Mayotte",3,0,0,-Inf,3
2020-03-19,"Mexico",118,1,4,126190788,113
2020-03-19,"Moldova",49,1,1,3545883,47
2020-03-19,"Monaco",7,0,0,38682,7
2020-03-19,"Mongolia",6,0,0,3170208,6
2020-03-19,"Montenegro",3,0,0,622345,3
2020-03-19,"Morocco",63,2,1,36029138,60
2020-03-19,"Namibia",3,0,0,2448255,3
2020-03-19,"Nepal",1,0,1,28087871,0
2020-03-19,"Netherlands",2465,77,2,17231017,2386
2020-03-19,"New Zealand",28,0,0,4885500,28
2020-03-19,"Nicaragua",1,0,0,6465513,1
2020-03-19,"Nigeria",8,0,1,195874740,7
2020-03-19,"North Macedonia",48,0,1,2082958,47
2020-03-19,"Norway",1746,7,1,5314336,1738
2020-03-19,"Oman",48,0,12,4829483,36
2020-03-19,"Pakistan",454,2,13,212215030,439
2020-03-19,"Panama",109,1,0,4176873,108
2020-03-19,"Paraguay",11,0,0,6956071,11
2020-03-19,"Peru",234,0,1,31989256,233
2020-03-19,"Philippines",217,17,8,106651922,192
2020-03-19,"Poland",355,5,1,37978548,349
2020-03-19,"Portugal",785,3,3,10281762,779
2020-03-19,"Puerto Rico",0,0,0,3195153,0
2020-03-19,"Qatar",460,0,4,2781677,456
2020-03-19,"Reunion",14,0,0,-Inf,14
2020-03-19,"Romania",277,0,25,19473936,252
2020-03-19,"Russia",199,1,9,144478050,189
2020-03-19,"Rwanda",8,0,0,12301939,8
2020-03-19,"Saint Lucia",2,0,0,181889,2
2020-03-19,"Saint Vincent and the Grenadines",1,0,0,110210,1
2020-03-19,"San Marino",119,11,4,33785,104
2020-03-19,"Saudi Arabia",274,0,6,33699947,268
2020-03-19,"Senegal",31,0,2,15854360,29
2020-03-19,"Serbia",105,0,1,6982084,104
2020-03-19,"Seychelles",6,0,0,96762,6
2020-03-19,"Singapore",345,0,114,5638676,231
2020-03-19,"Slovakia",123,1,0,5447011,122
2020-03-19,"Slovenia",286,1,0,2067372,285
2020-03-19,"Somalia",1,0,0,15008154,1
2020-03-19,"South Africa",150,0,0,57779622,150
2020-03-19,"South Korea",8565,91,1540,51635256,6934
2020-03-19,"Spain",17963,830,1107,46723749,16026
2020-03-19,"Sri Lanka",60,0,3,21670000,57
2020-03-19,"Sudan",2,1,0,41801533,1
2020-03-19,"Suriname",1,0,0,575991,1
2020-03-19,"Sweden",1439,11,16,10183175,1412
2020-03-19,"Switzerland",4075,41,15,8516543,4019
2020-03-19,"Taiwan",108,1,26,-Inf,81
2020-03-19,"Tanzania",6,0,0,56318348,6
2020-03-19,"Thailand",272,1,42,69428524,229
2020-03-19,"Togo",1,0,0,7889094,1
2020-03-19,"Trinidad and Tobago",9,0,0,1389858,9
2020-03-19,"Tunisia",39,1,0,11565204,38
2020-03-19,"Turkey",192,3,0,82319724,189
2020-03-19,"UK",2716,138,67,66488991,2511
2020-03-19,"Ukraine",16,2,0,44622516,14
2020-03-19,"United Arab Emirates",140,0,31,9630959,109
2020-03-19,"Uruguay",79,0,0,3449299,79
2020-03-19,"US",13680,200,108,327167434,13372
2020-03-19,"Uzbekistan",23,0,0,32955400,23
2020-03-19,"Vatican",1,0,0,-Inf,1
2020-03-19,"Venezuela",42,0,0,28870195,42
2020-03-19,"Vietnam",85,0,16,95540395,69
2020-03-19,"Zambia",2,0,0,17351822,2
2020-03-20,"Afghanistan",24,0,1,37172386,23
2020-03-20,"Albania",70,2,0,2866376,68
2020-03-20,"Algeria",90,11,32,42228429,47
2020-03-20,"Andorra",75,0,1,77006,74
2020-03-20,"Angola",1,0,0,30809762,1
2020-03-20,"Antigua and Barbuda",1,0,0,96286,1
2020-03-20,"Argentina",128,3,3,44494502,122
2020-03-20,"Armenia",136,0,1,2951776,135
2020-03-20,"Australia",791,7,26,24992369,758
2020-03-20,"Austria",2388,6,9,8847037,2373
2020-03-20,"Azerbaijan",44,1,6,9942334,37
2020-03-20,"Bahamas",3,0,0,385640,3
2020-03-20,"Bahrain",285,1,100,1569439,184
2020-03-20,"Bangladesh",20,1,3,161356039,16
2020-03-20,"Barbados",5,0,0,286641,5
2020-03-20,"Belarus",69,0,5,9485386,64
2020-03-20,"Belgium",2257,37,1,11422068,2219
2020-03-20,"Benin",2,0,0,11485048,2
2020-03-20,"Bhutan",2,0,0,754394,2
2020-03-20,"Bolivia",15,0,0,11353142,15
2020-03-20,"Bosnia and Herzegovina",89,0,2,3323929,87
2020-03-20,"Brazil",793,11,2,209469333,780
2020-03-20,"Brunei",78,0,1,428962,77
2020-03-20,"Bulgaria",127,3,0,7024216,124
2020-03-20,"Burkina Faso",40,1,0,19751535,39
2020-03-20,"Cabo Verde",1,0,0,-Inf,1
2020-03-20,"Cambodia",51,0,1,16249798,50
2020-03-20,"Cameroon",20,0,0,25216237,20
2020-03-20,"Canada",943,12,9,37058856,922
2020-03-20,"Central African Republic",3,0,0,4666377,3
2020-03-20,"Chad",1,0,0,15477751,1
2020-03-20,"Chile",434,0,6,18729160,428
2020-03-20,"China",81250,3253,71266,1392730000,6731
2020-03-20,"Colombia",128,0,1,49648685,127
2020-03-20,"Congo (Brazzaville)",3,0,0,5244363,3
2020-03-20,"Congo (Kinshasa)",18,0,0,84068091,18
2020-03-20,"Costa Rica",89,1,0,4999441,88
2020-03-20,"Croatia",128,1,5,4089400,122
2020-03-20,"Cuba",16,1,0,11338138,15
2020-03-20,"Cyprus",67,0,0,1189265,67
2020-03-20,"Czech Republic",833,0,4,10625695,829
2020-03-20,"Denmark",1337,9,1,5797446,1327
2020-03-20,"Djibouti",1,0,0,958920,1
2020-03-20,"Dominican Republic",72,2,0,10627165,70
2020-03-20,"Ecuador",367,5,0,17084357,362
2020-03-20,"Egypt",285,8,39,98423595,238
2020-03-20,"El Salvador",1,0,0,6420744,1
2020-03-20,"Equatorial Guinea",6,0,0,1308974,6
2020-03-20,"Estonia",283,0,1,1320884,282
2020-03-20,"Eswatini",1,0,0,-Inf,1
2020-03-20,"Ethiopia",9,0,0,109224559,9
2020-03-20,"Fiji",1,0,0,883483,1
